100, 200, 300, 400, 500, 600, 700, 800, 900, 1000, 2000, 3000
Insertion Sort Ascending Integer: 
2.10022, 0.065846, 0.099129, 0.128966, 0.158824, 0.190284, 0.218317, 0.244016, 0.273343, 0.307758, 
Insertion Sort Descending Integer: 
2.64366, 8.36919, 15.5885, 27.1469, 42.3843, 62.4443, 84.1, 110.27, 138.309, 172.08, 
Insertion Sort Random Integer: 
1.46104, 3.4028, 8.14494, 14.2391, 20.699, 31.0854, 43.8283, 55.0422, 65.0991, 85.0004, 
Insertion Sort Random 20% Integer: 
1.28038, 2.48505, 6.01854, 11.2974, 15.5927, 24.1576, 33.1523, 43.1753, 49.6941, 65.5331, 
Insertion Sort Random 40% Integer: 
1.47595, 3.28456, 8.22026, 15.4309, 21.2618, 31.0541, 41.2057, 55.3809, 66.0256, 83.3428, 
Insertion Sort Ascending String: 
9.88829, 29.2358, 67.6514, 118.601, 185.223, 267.151, 364.012, 475.095, 602.217, 742.232, 
Insertion Sort Descending String: 
0.806541, 0.1516, 0.217326, 0.289373, 0.372903, 0.431274, 0.519793, 0.584968, 0.658448, 0.716619, 
Insertion Sort Random String: 
4.20414, 15.8385, 30.7923, 60.3256, 90.0744, 136.51, 184.317, 236.459, 292.93, 375.847, 
Insertion Sort Random 20% String: 
3.56918, 10.3468, 26.07, 46.3898, 68.2299, 101.416, 138.027, 181.547, 216.76, 291.562, 
Insertion Sort Random 40% String: 
3.87543, 13.997, 29.5243, 57.9691, 90.0165, 131.767, 179.825, 231.567, 283.97, 381.827, 
Quick Sort Ascending Integer: 
3.19362, 3.21229, 7.03442, 11.9642, 18.9733, 26.8661, 35.2087, 48.5158, 59.1485, 73.4481, 294.144, 651.92, 
Quick Sort Descending Integer: 
2.29135, 5.78889, 12.7371, 22.4127, 35.0624, 49.4647, 68.2628, 87.2215, 110.961, 138.218, 546.249, 1216.14, 
Quick Sort Random Integer: 
0.932161, 0.75941, 1.12896, 1.66709, 2.09194, 2.48915, 4.55503, 3.36508, 3.68001, 4.70737, 9.72316, 14.2457, 
Quick Sort Random 20% Integer: 
1.01342, 0.607801, 0.94729, 1.3144, 1.70203, 2.14937, 2.57438, 2.89747, 3.67852, 4.04167, 8.26993, 13.1087, 
Quick Sort Random 40% Integer: 
0.911671, 0.782505, 1.16692, 1.72453, 1.97789, 2.6102, 3.28973, 3.33339, 4.04589, 4.72265, 10.0338, 14.1671, 
Quick Sort Ascending String: 
7.15921, 17.8736, 39.9088, 70.7801, 112.179, 157.796, 215.28, 282.098, 353.576, 437.157, 1740.19, 3919.1, 
Quick Sort Descending String: 
2.61397, 7.39419, 16.3451, 28.5645, 44.4998, 63.9184, 87.7033, 111.837, 141.155, 175.278, 695.305, 1561.17, 
Quick Sort Random String: 
1.46963, 1.89, 3.57759, 4.64006, 5.80904, 6.99823, 9.54552, 9.47981, 12.4189, 13.2992, 28.7318, 42.0021, 
Quick Sort Random 20% String: 
1.34129, 1.56737, 2.87557, 3.38946, 4.73133, 6.11994, 8.36586, 8.87929, 9.8667, 12.1498, 26.1187, 41.7785, 
Quick Sort Random 40% String: 
1.48474, 1.97646, 3.31398, 5.57944, 5.60172, 6.89666, 9.65209, 10.1608, 11.3104, 14.0794, 28.6361, 44.504, 
Heap Sort Ascending Integer: 
7.2376, 1.47349, 2.32647, 3.298, 4.25228, 5.25359, 6.31811, 7.31734, 8.36315, 9.34824, 20.1857, 31.4887, 
Heap Sort Descending Integer: 
1.3035, 1.58406, 2.48376, 3.45863, 4.50008, 5.40438, 6.42222, 7.46678, 8.45957, 10.9496, 20.4663, 32.2617, 
Heap Sort Random Integer: 
1.24817, 1.47846, 2.38791, 3.27772, 4.22343, 5.20049, 6.1678, 7.15016, 8.19649, 9.16955, 19.8131, 31.0021, 
Heap Sort Random 20% Integer: 
1.15927, 1.25927, 2.03545, 2.81638, 3.59838, 4.42328, 5.26391, 6.0811, 7.00079, 7.85766, 17.1083, 26.7252, 
Heap Sort Random 40% Integer: 
1.2419, 1.48241, 2.33147, 3.29155, 4.23245, 5.17302, 6.14457, 7.1001, 8.14432, 9.20051, 19.9412, 31.135, 
Heap Sort Ascending String: 
8.68206, 3.00276, 4.76576, 6.56056, 8.44289, 10.3399, 12.2738, 14.2212, 16.1639, 18.3074, 38.7957, 60.6821, 
Heap Sort Descending String: 
1.8558, 2.78481, 4.3747, 6.12818, 7.79732, 9.5961, 11.4134, 13.3989, 15.2223, 18.5213, 36.7396, 57.3137, 
Heap Sort Random String: 
1.85139, 2.81712, 4.43681, 6.17323, 7.86272, 9.66316, 11.4462, 13.3071, 15.1211, 16.9704, 36.6555, 57.4823, 
Heap Sort Random 20% String: 
1.70351, 2.44439, 3.82999, 5.26659, 6.79334, 8.36914, 9.94106, 11.4578, 13.1311, 14.5879, 31.7452, 49.5479, 
Heap Sort Random 40% String: 
1.89414, 2.88624, 4.41231, 6.16866, 7.84995, 9.69824, 11.4524, 13.3681, 15.0628, 16.9533, 36.8263, 58.8528, 
